iter	Logloss
140	0.02584796865
141	0.02583255927
142	0.02579760502
143	0.02575296052
144	0.02570944837
145	0.02565982795
146	0.02562152014
147	0.02558398265
148	0.02553882014
149	0.02551640084
150	0.02548286585
151	0.025438634
152	0.02539254441
153	0.02534359784
154	0.0253233501
155	0.02528928588
156	0.02526214105
157	0.02523405424
158	0.0251849744
159	0.02516075101
160	0.02510911731
161	0.02507111054
162	0.02503602229
163	0.02501107385
164	0.02498324962
165	0.02496672649
166	0.02493702793
167	0.02489937841
168	0.0248656302
169	0.02484666952
170	0.02482681967
171	0.02479546557
172	0.02475368158
173	0.02471663965
174	0.0246900943
175	0.02465477642
176	0.02464120383
177	0.02460255788
178	0.02457678625
179	0.02456659101
180	0.02454733312
181	0.02450775174
182	0.02447988552
183	0.02445414689
184	0.0244316361
185	0.02438797784
186	0.0243442025
187	0.02432577513
188	0.02430166423
189	0.02428795237
190	0.02425824979
191	0.02424714223
192	0.02419885308
193	0.02418453286
194	0.02416904112
195	0.02415633672
196	0.02413359444
197	0.02410216132
198	0.02409526276
199	0.02408506136
200	0.02405729086
201	0.0240234231
202	0.02399679949
203	0.02397760982
204	0.02394622686
205	0.02393235978
206	0.02390977379
207	0.02388446234
208	0.02386064668
209	0.02383294136
210	0.02380872604
211	0.0237893052
212	0.02376861246
213	0.02375562714
214	0.02373234757
215	0.02370340755
216	0.02368458581
217	0.02366737683
218	0.02364975443
219	0.02362467455
220	0.02360711196
221	0.02359358294
222	0.02357369089
223	0.02355603886
224	0.02354452289
225	0.02352061804
226	0.02351296882
227	0.02348628899
228	0.02346007374
229	0.02345147777
230	0.02344004721
231	0.0234315478
232	0.02342421269
233	0.0233983819
234	0.02338510759
235	0.02337813453
236	0.02335068736
237	0.0233282854
238	0.02329475669
239	0.02328486335
240	0.02326338526
241	0.02323048427
242	0.02321217218
243	0.02319945217
244	0.02318417432
245	0.02317479157
246	0.02316522909
247	0.0231570002
248	0.02314973679
249	0.02312595793
250	0.02310683461
251	0.02309070021
252	0.02308095807
253	0.02308008933
254	0.02306357944
255	0.02304290084
256	0.02302298403
257	0.02301754152
258	0.02300399103
259	0.02299253747
260	0.02298167289
261	0.02297533682
262	0.02296540842
263	0.02295841032
264	0.0229317627
265	0.02292182746
266	0.02290634292
267	0.02289378354
268	0.02287110679
269	0.02286073465
270	0.02283938314
271	0.02283152856
272	0.02281720931
273	0.02279737215
274	0.02278012221
275	0.02276184821
276	0.02274784849
277	0.02273680743
278	0.02273342896
279	0.02271672229
280	0.02270807623
281	0.02269856451
282	0.02267754582
283	0.02267361062
284	0.02266140856
285	0.02265650205
286	0.02263309133
287	0.02262529518
288	0.02262066773
289	0.02261097044
290	0.02259666948
291	0.02258638705
292	0.02257039787
293	0.02255183928
294	0.02254320457
295	0.02253142289
296	0.02252102465
297	0.02251208775
298	0.02249360798
299	0.02248259952
300	0.02245987129
301	0.02245828986
302	0.02244211936
303	0.02243694878
304	0.02242758367
305	0.02241575657
306	0.02240937966
307	0.02239247247
308	0.02237869435
309	0.02236958546
310	0.02236273727
311	0.02235228454
312	0.02233527562
313	0.02232267611
314	0.02230311643
315	0.02229762074
316	0.02229151917
317	0.02227828312
318	0.02225937374
319	0.02225298514
320	0.02223786497
321	0.02222761757
322	0.02221424614
323	0.02220122881
324	0.02218998484
325	0.02217132298
326	0.02215969447
327	0.02215608553
328	0.02214249911
329	0.02213798695
330	0.02213498186
331	0.02212554194
332	0.02211352173
333	0.02211111097
334	0.02209816617
335	0.02208296811
336	0.02207788623
337	0.0220656515
338	0.02205827098
339	0.02204651772
340	0.02204393226
341	0.02203477033
342	0.02202457834
343	0.02201402591
344	0.02200995251
345	0.02199936411
346	0.02199218484
347	0.02198366289
348	0.0219726986
349	0.02196388499
350	0.02194620602
351	0.0219369766
352	0.02193072731
353	0.02192518252
354	0.02192472573
355	0.02191708091
356	0.02191049442
357	0.02190354056
358	0.02189976027
359	0.02188847594
360	0.02187440685
361	0.02185988839
362	0.02185029872
363	0.02184307103
364	0.021836407
365	0.02183335754
366	0.02182585153
367	0.02181786386
368	0.02181346488
369	0.0218048763
370	0.02180075983
371	0.02179381614
372	0.02178340722
373	0.02176968476
374	0.02176282642
375	0.02176034368
376	0.02175860047
377	0.02174978507
378	0.02173900627
379	0.0217311125
380	0.0217163627
381	0.02170314275
382	0.02168994148
383	0.02168640733
384	0.0216751872
385	0.02166364733
386	0.02165808563
387	0.02164930229
388	0.02163990727
389	0.02163327709
390	0.02162813789
391	0.02162072889
392	0.02161194323
393	0.02160936943
394	0.02160024026
395	0.02159447464
396	0.02159041423
397	0.02157695721
398	0.02155844121
399	0.02154661852
400	0.02153492416
401	0.0215270371
402	0.02151638424
403	0.02150986404
404	0.02150232559
405	0.02149007572
406	0.02148541882
407	0.02148140733
408	0.02147432842
409	0.02146330098
410	0.02146090395
411	0.02146036718
412	0.0214525294
413	0.02144912994
414	0.02143735002
415	0.02143120203
416	0.02142523877
417	0.0214140405
418	0.02141065148
419	0.02140475483
420	0.0214027421
421	0.02140209497
422	0.02139455062
423	0.02138940401
424	0.02138884197
425	0.02138368092
426	0.02137610933
427	0.0213670527
428	0.0213582913
429	0.02135002874
430	0.02134540693
431	0.02133926083
432	0.02133301544
433	0.02132363574
434	0.02131885589
435	0.02131083443
436	0.02130731382
437	0.02130684926
438	0.02129383385
439	0.02128878972
440	0.02128490497
441	0.02128095798
442	0.021275825
443	0.02127018768
444	0.02126484757
445	0.02125787425
446	0.02125290292
447	0.02124481965
448	0.02124134511
449	0.02123569178
450	0.02122914251
451	0.02122387658
452	0.02121251845
453	0.0212081298
454	0.02120042353
455	0.02119302841
456	0.02118291677
457	0.02117229092
458	0.02116355533
459	0.02115182531
460	0.02114005381
461	0.02113363778
462	0.02111914225
463	0.02110778924
464	0.02110378854
465	0.02110114319
466	0.02109095456
467	0.02108472422
468	0.02108074353
469	0.02107696506
470	0.02106617934
471	0.02106233258
472	0.02105855261
473	0.02104570384
474	0.02103974859
475	0.02103310634
476	0.02102897117
477	0.02102534741
478	0.02101971283
479	0.02101225194
480	0.02100708556
481	0.02099949383
482	0.02099614944
483	0.02098922132
484	0.0209794337
485	0.02097607438
486	0.02097225008
487	0.02096762067
488	0.02096432218
489	0.02096110854
490	0.02095610166
491	0.02094944378
492	0.02094021896
493	0.02093575762
494	0.02092730844
495	0.02092128751
496	0.02091289208
497	0.02090612353
498	0.02089807542
499	0.02089122959
500	0.02088550367
501	0.02087910941
502	0.02087248314
503	0.02087068853
504	0.02086618085
505	0.02085996855
506	0.02085167547
507	0.0208455407
508	0.0208396291
509	0.02083436698
510	0.02083135995
511	0.02082817459
512	0.02082647836
513	0.02082116524
514	0.02081791818
515	0.0208090893
516	0.02080091332
517	0.0207979293
518	0.02079524494
519	0.02079073726
520	0.02078510837
521	0.02078361453
522	0.02077940635
523	0.02077213628
524	0.02076955828
525	0.02076543193
526	0.02076400232
527	0.02075872163
528	0.02075629319
529	0.02075019193
530	0.02074383865
531	0.0207377393
532	0.02072605206
533	0.02072210727
534	0.02071265657
535	0.0207056912
536	0.02070434261
537	0.0207014589
538	0.02069706683
539	0.02068990227
540	0.02068621762
541	0.02067543698
542	0.02067256361
543	0.02066729066
544	0.02066245981
545	0.02065865667
546	0.02065733853
547	0.020652687
548	0.02064563884
549	0.02063887092
550	0.02063433634
551	0.02062676619
552	0.02062493294
553	0.02061381689
554	0.02060847273
555	0.02060587048
556	0.02060299777
557	0.0206009853
558	0.02059605578
559	0.02059317176
560	0.02058895478
561	0.02058082463
562	0.0205737891
563	0.02057023753
564	0.02056653299
565	0.02055979252
566	0.0205571625
567	0.02055173327
568	0.02054655339
569	0.0205427905
570	0.02053273976
571	0.02052765184
572	0.02052144427
573	0.02051661425
574	0.02051364306
575	0.0205072791
576	0.02050264219
577	0.02050001919
578	0.02049511295
579	0.02049049551
580	0.02048525011
581	0.02048130707
582	0.02047976213
583	0.02047727468
584	0.02047351448
585	0.02046804263
586	0.02046566133
587	0.0204565088
588	0.02045311396
589	0.0204467144
590	0.0204409912
591	0.02043601386
592	0.02043454185
593	0.0204299523
594	0.02042606772
595	0.02042299132
596	0.02041910067
597	0.02041645996
598	0.02041057562
599	0.02040669332
600	0.02040306624
601	0.0204008705
602	0.02039544151
603	0.02039205883
604	0.02038879298
605	0.02038100838
606	0.02037775207
607	0.02037217696
608	0.02036733547
609	0.02035979257
610	0.02035677867
611	0.02035296087
612	0.0203498762
613	0.02034688954
614	0.02034102584
615	0.02033542269
616	0.02033039338
617	0.020327013
618	0.02032023507
619	0.02031511832
620	0.02031048281
621	0.02030923776
622	0.02030568741
623	0.02029931189
624	0.02029356468
625	0.02029207687
626	0.02028876284
627	0.02028501917
628	0.02028211933
629	0.0202791159
630	0.02027304715
631	0.02026981645
632	0.02026504672
633	0.02026216308
634	0.02025391522
635	0.02024709705
636	0.02024428982
637	0.02024084527
638	0.02023637813
639	0.02023307557
640	0.02023123056
641	0.02022815918
642	0.02022542553
643	0.02022341842
644	0.02021917654
645	0.02021464466
646	0.02021329654
647	0.0202115887
648	0.02021028145
649	0.02020491139
650	0.02020182112
651	0.02019947093
652	0.02019758968
653	0.0201944469
654	0.02019229969
655	0.02018719894
656	0.02018078572
657	0.02017908263
658	0.02017610553
659	0.02016876599
660	0.02016626615
661	0.02016370114
662	0.02016260698
663	0.0201613643
664	0.02016003644
665	0.02015801522
666	0.02015669907
667	0.02015392894
668	0.02015198227
669	0.02015080871
670	0.02014966011
671	0.02014261641
672	0.0201398567
673	0.0201349103
674	0.02013238254
675	0.02013070866
676	0.02012593943
677	0.02012349351
678	0.02012193601
679	0.02011632614
680	0.02011525933
681	0.0201122921
682	0.02011052522
683	0.02010907007
684	0.02010630233
685	0.02010466789
686	0.02010365963
687	0.02010148566
688	0.02009691984
689	0.02009455881
690	0.0200881517
691	0.02008202756
692	0.02007692518
693	0.02007042768
694	0.02006581036
695	0.02006087306
696	0.02005656781
697	0.02005523163
698	0.02004996735
699	0.02004615375
700	0.02004386315
701	0.02004061591
702	0.02003777484
703	0.02003502645
704	0.02003138739
705	0.02002725427
706	0.02001939385
707	0.02001923053
708	0.02001589809
709	0.02001480921
710	0.02001262433
711	0.02000785463
712	0.02000385304
713	0.02000368036
714	0.01999867389
715	0.01999599637
716	0.01999107203
717	0.01998632553
718	0.01998143577
719	0.01997883237
720	0.01997675748
721	0.01997286433
722	0.01996705024
723	0.01996563638
724	0.0199642514
725	0.01995969293
726	0.01995594863
727	0.01995157443
728	0.01994957976
729	0.01994710307
730	0.01994454521
731	0.01994067985
732	0.01993635957
733	0.01993309516
734	0.01992891937
735	0.01992640616
736	0.01992300273
737	0.01991980106
738	0.01991471668
739	0.0199114222
740	0.01990610999
741	0.01990294041
742	0.01990078392
743	0.01989768589
744	0.01989461721
745	0.01989156025
746	0.01988859362
747	0.01988353901
748	0.01988038903
749	0.01987831326
750	0.01987534308
751	0.01987207661
752	0.0198692288
753	0.01986647192
754	0.01986233823
755	0.01986217705
756	0.01985823021
757	0.01985685309
758	0.01985510817
759	0.01985140959
760	0.01985012886
761	0.01984709262
762	0.01984580996
763	0.01984410422
764	0.0198410508
765	0.01983759558
766	0.01983639478
767	0.01983337474
768	0.0198304722
769	0.0198289537
770	0.01982779323
771	0.01982499433
772	0.01982172256
773	0.01981901843
774	0.01981803796
775	0.0198166387
776	0.01981555686
777	0.01981306949
778	0.01981195784
779	0.01981088517
780	0.01981025445
781	0.01980964357
782	0.01980580489
783	0.01980215143
784	0.01980071704
785	0.01979935476
786	0.01979858168
787	0.01979556418
788	0.01979420439
789	0.01979302537
790	0.01979180376
791	0.01979063578
792	0.01978841425
793	0.01978713206
794	0.01978591113
795	0.01978466864
796	0.01978180681
797	0.01977924436
798	0.01977843746
799	0.01977631487
800	0.01977510199
801	0.01977269421
802	0.01976999388
803	0.01976942282
804	0.01976855683
805	0.01976671098
806	0.01976615933
807	0.01976498056
808	0.01976224488
809	0.01976118777
810	0.01975859881
811	0.01975617881
812	0.01975563425
813	0.01975360867
814	0.01975183356
815	0.01975011701
816	0.01974930107
817	0.01974816692
818	0.01974744058
819	0.01974493929
820	0.01974253334
821	0.01974085034
822	0.01974012813
823	0.01973745538
824	0.01973661399
825	0.01973590849
826	0.01973368229
827	0.01973148611
828	0.01972972708
829	0.01972863089
830	0.01972631419
831	0.01972460067
832	0.0197221398
833	0.0197197678
834	0.01971738945
835	0.01971509572
836	0.01971431767
837	0.01971361977
838	0.01971138511
839	0.01971069491
840	0.01971002151
841	0.01970689036
842	0.01970641943
843	0.01970524136
844	0.01970409697
845	0.01970182986
846	0.01970137785
847	0.01969890168
848	0.01969722902
849	0.01969495917
850	0.01969416574
851	0.01969339565
852	0.019692355
853	0.019691925
854	0.01969091761
855	0.01968928583
856	0.01968893993
857	0.01968797104
858	0.01968723534
859	0.01968507231
860	0.01968409888
861	0.01968176044
862	0.01967942545
863	0.01967814657
864	0.0196766252
865	0.01967622583
866	0.01967477916
867	0.0196743887
868	0.01967335834
869	0.01967265683
870	0.01967110482
871	0.01966712788
872	0.01966603276
873	0.01966509532
874	0.01966418301
875	0.01966387408
876	0.0196624551
877	0.01966019756
878	0.0196598941
879	0.01965884023
880	0.01965667899
881	0.01965520853
882	0.0196527857
883	0.01965242359
884	0.01965153576
885	0.01965067153
886	0.01964970905
887	0.01964942203
888	0.01964848725
889	0.01964476911
890	0.01964335237
891	0.01964098435
892	0.01964063102
893	0.01963685968
894	0.01963486478
895	0.01963338285
896	0.01963193161
897	0.01962830557
898	0.01962744663
899	0.01962661061
900	0.01962632738
901	0.01962551627
902	0.01962451852
903	0.01962242309
904	0.01962083305
905	0.01961937453
906	0.01961910261
907	0.01961559027
908	0.01961532075
909	0.01961309085
910	0.01961025997
911	0.0196081416
912	0.01960598855
913	0.01960469591
914	0.01960328431
915	0.01960097015
916	0.01959961086
917	0.01959820192
918	0.01959591426
919	0.0195948051
920	0.01959273169
921	0.01959104023
922	0.01958996562
923	0.01958787636
924	0.01958695132
925	0.01958492246
926	0.01958298285
927	0.01958211846
928	0.01958077471
929	0.01957911779
930	0.01957749986
931	0.01957648237
932	0.01957558251
933	0.01957471427
934	0.01957373332
935	0.01957214795
936	0.01957135656
937	0.0195701416
938	0.01956671453
939	0.01956516802
940	0.01956384858
941	0.01956268104
942	0.01956116839
943	0.01955988462
944	0.01955713863
945	0.01955454152
946	0.01955188289
947	0.01954966462
948	0.01954823537
949	0.01954683761
950	0.01954599339
951	0.01954549025
952	0.0195446783
953	0.0195438924
954	0.01954069453
955	0.01953818255
956	0.01953511017
957	0.01953434746
958	0.01953360868
959	0.01953225688
960	0.019529626
961	0.01952492325
962	0.01952372314
963	0.01952300733
964	0.01952245881
965	0.01952176698
966	0.01951879119
967	0.01951640439
968	0.01951573314
969	0.01951508198
970	0.01951445013
971	0.019513147
972	0.01951006223
973	0.01950745737
974	0.01950497084
975	0.0195037098
976	0.0195024896
977	0.01950205101
978	0.01950073739
979	0.01949875772
980	0.01949823188
981	0.01949762871
982	0.01949704308
983	0.01949412967
984	0.01949356057
985	0.01949300758
986	0.01949123331
987	0.01948684588
988	0.019484565
989	0.01948274831
990	0.01947558745
991	0.01947391432
992	0.01947168673
993	0.01946976871
994	0.01946560943
995	0.01946109484
996	0.01945981789
997	0.01945558588
998	0.01944890553
999	0.01944837902
